Player Name,Age,Season,Position,Team,Games Played,Games Started,Passing Attempts,Passing Completions,Passing Yards,Passing Touchdowns,Interceptions Thrown,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Fumbles,Fumbles Lost,Field Goals Attempted 0-19,Field Goals Made 0-19,Field Goals Attempted 20-29,Field Goals Made 20-29,Field Goals Attempted 30-39,Field Goals Made 30-39,Field Goals Attempted 40-49,Field Goals Made 40-49,Field Goals Attempted 50+,Field Goals Made 50+,Field Goals Attempted,Field Goals Made,Extra Points Made,Extra Points Attempted,Total Yards Allowed,Total Plays,Takeaways,First Downs Allowed,Passing Yards Allowed,Passing Touchdowns Allowed,Rushing Yards Allowed,Rushing Touchdowns Allowed,Penalties Committed,Penalty Yards,First Downs by Penalty,Percent Drives Scored On,Percent Drives Takeaway,ST_Sacks,ST_Interceptions,ST_Fumble Recoveries,ST_Forced Fumbles,ST_Safeties,ST_Special Teams Touchdowns,Fantasy Points From Points,XP2,ESPN ADP,Sleeper ADP,NFL ADP,RTSports ADP,Average ADP,Positional ADP,PPR Fantasy Points Scored,Standard Fantasy Points Scored
Allen Lazard,28.0,2023,WR,NYJ,14.0,12.0,,,,,,0.0,0.0,0.0,49.0,23.0,311.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,126.0,154.0,134.0,143.5,51,60.1,37.1
Allen Robinson,30.0,2023,WR,PIT,17.0,17.0,,,,,,0.0,0.0,0.0,49.0,34.0,280.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,284.0,301.0,264.0,274.0,94,62.0,28.0
Alvin Kamara,28.0,2023,RB,NOR,13.0,12.0,,,,,,180.0,694.0,5.0,86.0,75.0,466.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,51.0,63.0,68.0,64.0,61.5,21,233.0,158.0
Amari Cooper,29.0,2023,WR,CLE,15.0,15.0,,,,,,0.0,0.0,0.0,128.0,72.0,1250.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,41.0,42.0,45.0,40.0,42.0,18,229.0,157.0
Amari Rodgers,24.0,2023,WR,IND,3.0,0.0,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.0,301.0,301.0,301.0,376.0,124,0.0,0.0
Ameer Abdullah,30.0,2023,RB,LVR,17.0,0.0,,,,,,15.0,89.0,0.0,24.0,19.0,131.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,41.0,22.0
Amon-Ra St. Brown,24.0,2023,WR,DET,16.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,164.0,119.0,1515.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,17.0,21.0,16.0,18.8,10,332.9,213.9
Anders Carlson,25.0,2023,K,GNB,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,6.0,6.0,14.0,14.0,8.0,4.0,5.0,3.0,33.0,27.0,34.0,39.0,,,,,,,,,,,,,,,,,,,,,,220.0,301.0,283.0,301.0,251.5,28,109.0,109.0
Andrei Iosivas,24.0,2023,WR,CIN,16.0,1.0,,,,,,0.0,0.0,0.0,25.0,15.0,116.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.0,301.0,301.0,301.0,321.0,114,50.6,35.6
Andrew Beck,27.0,2023,RB,HOU,15.0,12.0,,,,,,5.0,3.0,1.0,13.0,11.0,55.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.0,301.0,301.0,301.0,445.0,9,34.8,23.8
Andrew Ogletree,25.0,2023,TE,IND,12.0,9.0,,,,,,0.0,0.0,0.0,21.0,9.0,147.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,35.7,26.700000000000003
Andy Dalton,36.0,2023,QB,CAR,3.0,1.0,58.0,34.0,361.0,2.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0,301.0,301.0,301.0,346.0,49,23.639999999999997,23.639999999999997
Anthony McFarland Jr.,25.0,2023,RB,PIT,3.0,0.0,,,,,,0.0,0.0,0.0,2.0,2.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,3.1,1.1
Anthony Richardson,21.0,2023,QB,IND,4.0,4.0,84.0,50.0,577.0,3.0,1.0,25.0,136.0,4.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,113.0,118.0,125.0,120.3,14,70.68,70.68
Antoine Green,24.0,2023,WR,DET,9.0,0.0,,,,,,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0,301.0,301.0,301.0,393.0,131,1.2,0.2
Antonio Gibson,25.0,2023,RB,WAS,16.0,2.0,,,,,,65.0,265.0,1.0,59.0,48.0,389.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,98.0,160.0,80.0,112.5,36,131.4,83.4
Arizona Cardinals DST,,2023,DEF,ARI,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6047.0,1060.0,17.0,369.0,3613.0,32.0,2434.0,19.0,92.0,765.0,30.0,44.0,8.6,33.0,11.0,6.0,4.0,0.0,0.0,-9.0,,237.0,301.0,247.0,301.0,242.0,30,58.0,58.0
Atlanta Falcons DST,,2023,DEF,ATL,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5458.0,1090.0,16.0,320.0,3449.0,24.0,2009.0,11.0,104.0,831.0,32.0,37.9,8.2,42.0,8.0,8.0,18.0,1.0,0.0,5.0,,301.0,301.0,231.0,301.0,231.0,29,81.0,81.0
Austin Ekeler,28.0,2023,RB,LAC,14.0,14.0,,,,,,179.0,628.0,5.0,74.0,51.0,436.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,4.0,3.8,2,193.4,142.4
Austin Hooper,29.0,2023,TE,LVR,17.0,9.0,,,,,,0.0,0.0,0.0,31.0,25.0,234.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,48.400000000000006,23.4
Austin Seibert,27.0,2023,K,NYJ,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,4.0,4.0
Austin Trammell,25.0,2023,WR,LAR,16.0,0.0,,,,,,0.0,0.0,0.0,7.0,4.0,29.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,6.9,2.9000000000000004
Bailey Zappe,24.0,2023,QB,NWE,10.0,6.0,212.0,127.0,1272.0,6.0,9.0,17.0,83.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,301.0,301.0,301.0,396.0,54,71.17999999999999,71.17999999999999
Baker Mayfield,28.0,2023,QB,TAM,17.0,17.0,566.0,364.0,4044.0,28.0,10.0,62.0,163.0,1.0,0.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.0,264.0,246.0,301.0,240.3,30,276.06,276.06
Baltimore Ravens DST,,2023,DEF,BAL,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5123.0,1109.0,31.0,306.0,3263.0,18.0,1860.0,6.0,106.0,841.0,35.0,28.7,14.4,60.0,18.0,13.0,16.0,1.0,1.0,26.0,,167.0,138.0,87.0,163.0,138.8,7,156.0,156.0
Ben Bredeson,25.0,2023,G,NYG,16.0,16.0,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,0.0,0.0
Ben Sims,23.0,2023,TE,GNB,17.0,1.0,,,,,,0.0,0.0,0.0,6.0,4.0,21.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,12.1,8.1
Ben Skowronek,26.0,2023,WR,LAR,17.0,0.0,,,,,,2.0,9.0,0.0,12.0,8.0,66.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,21.5,13.5
Bijan Robinson,21.0,2023,RB,ATL,17.0,16.0,,,,,,214.0,976.0,4.0,86.0,58.0,487.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,9.0,8.0,8.0,4,252.3,194.3
Blaine Gabbert,34.0,2023,QB,KAN,2.0,1.0,35.0,18.0,185.0,0.0,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.0,301.0,301.0,301.0,324.0,46,5.9,5.9
Blake Bell,32.0,2023,TE,KAN,17.0,3.0,,,,,,0.0,0.0,0.0,9.0,5.0,26.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,301.0,301.0,301.0,254.0,32,13.6,8.6
Blake Gillikin,25.0,2023,K,ARI,13.0,0.0,,,,,,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,0.0,0.0
Blake Grupe,25.0,2023,K,NOR,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,12.0,10.0,6.0,6.0,10.0,8.0,9.0,6.0,37.0,30.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,232.0,301.0,301.0,301.0,232.0,24,143.0,143.0
Bo Melton,24.0,2023,WR,GNB,5.0,1.0,,,,,,3.0,21.0,0.0,24.0,16.0,218.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,45.900000000000006,29.9
Boston Scott,28.0,2023,RB,PHI,15.0,0.0,,,,,,20.0,86.0,0.0,6.0,4.0,52.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,301.0,281.0,301.0,286.5,81,17.8,13.8
Braden Mann,26.0,2023,K,PHI,15.0,0.0,1.0,1.0,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,0.0,0.0
Bradley Pinion,29.0,2023,K,ATL,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,0.0,0.0
Brandin Cooks,30.0,2023,WR,DAL,16.0,15.0,,,,,,5.0,35.0,0.0,81.0,54.0,657.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,88.0,97.0,103.0,92.0,95.0,38,173.2,119.2
Brandin Echols,26.0,2023,CB,NYJ,14.0,1.0,,,,,,0.0,0.0,0.0,1.0,1.0,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,0.0,0.0
Brandon Aiyuk,25.0,2023,WR,SFO,16.0,16.0,,,,,,0.0,0.0,0.0,105.0,75.0,1342.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,64.0,84.0,67.0,72.0,28,251.2,176.20000000000002
Brandon Aubrey,28.0,2023,K,DAL,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.0,9.0,15.0,13.0,4.0,4.0,10.0,10.0,38.0,36.0,49.0,52.0,,,,,,,,,,,,,,,,,,,,,,226.0,301.0,301.0,272.0,249.0,26,173.0,173.0
Brandon Bolden,33.0,2023,RB,LVR,17.0,0.0,,,,,,4.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,301.0,301.0,301.0,301.0,301.0,301,11.1,11.1
Brandon Johnson,25.0,2023,WR,DEN,13.0,2.0,,,,,,0.0,0.0,0.0,30.0,19.0,284.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.0,301.0,301.0,301.0,387.0,128,71.4,52.400000000000006
Brandon McManus,32.0,2023,K,JAX,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,4.0,4.0,10.0,10.0,13.0,11.0,10.0,5.0,37.0,30.0,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,240.0,156.0,193.0,197.0,196.5,14,139.0,139.0
Brandon Powell,28.0,2023,WR,MIN,17.0,2.0,,,,,,5.0,17.0,0.0,44.0,29.0,324.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.0,301.0,301.0,301.0,447.0,143,69.1,40.1
Braxton Berrios,28.0,2023,WR,MIA,16.0,1.0,,,,,,1.0,11.0,0.0,33.0,27.0,238.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,57.900000000000006,30.9
Breece Hall,22.0,2023,RB,NYJ,17.0,16.0,,,,,,223.0,994.0,5.0,95.0,76.0,591.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,39.0,24.0,52.0,40.8,15,288.5,212.5
Brenton Strange,23.0,2023,TE,JAX,14.0,4.0,,,,,,0.0,0.0,0.0,9.0,5.0,35.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.0,301.0,301.0,301.0,349.0,56,14.5,9.5
Brett Maher,34.0,2023,K,LAR,8.0,0.0,,,,,,,,,,,,,,,0.0,0.0,3.0,3.0,4.0,4.0,9.0,7.0,7.0,3.0,23.0,17.0,13.0,15.0,,,,,,,,,,,,,,,,,,,,,,216.0,301.0,301.0,301.0,216.0,20,67.0,67.0
Brett Rypien,27.0,2023,QB,LAR,2.0,1.0,38.0,18.0,172.0,0.0,1.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,6.78,6.78
Brevin Jordan,23.0,2023,TE,HOU,14.0,6.0,,,,,,0.0,0.0,0.0,21.0,17.0,219.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,50.900000000000006,33.900000000000006
Brian Hoyer,38.0,2023,QB,LVR,3.0,1.0,42.0,23.0,231.0,0.0,2.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,4.94,4.94
Brian Robinson Jr.,24.0,2023,RB,WAS,15.0,15.0,,,,,,178.0,733.0,5.0,43.0,36.0,368.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,102.0,150.0,85.0,109.3,35,200.1,164.1
Britain Covey,26.0,2023,WR,PHI,16.0,0.0,,,,,,0.0,0.0,0.0,6.0,4.0,42.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,8.2,4.2
Brock Purdy,24.0,2023,QB,SFO,16.0,16.0,444.0,308.0,4280.0,31.0,11.0,39.0,144.0,2.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,158.0,156.0,191.0,167.0,20,299.6,299.6
Brock Wright,25.0,2023,TE,DET,14.0,4.0,,,,,,0.0,0.0,0.0,14.0,13.0,91.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.0,301.0,301.0,301.0,317.0,50,28.1,15.1
Bryce Baringer,24.0,2023,K,NWE,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,0.0,0.0
Bryce Young,22.0,2023,QB,CAR,16.0,16.0,527.0,315.0,2877.0,11.0,10.0,39.0,253.0,0.0,0.0,0.0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,174.0,155.0,228.0,183.3,23,164.38,164.38
Brycen Hopkins,26.0,2023,TE,LAR,15.0,0.0,,,,,,0.0,0.0,0.0,7.0,5.0,78.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.0,301.0,301.0,301.0,361.0,61,12.8,7.800000000000001
Buffalo Bills DST,,2023,DEF,BUF,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5222.0,1015.0,30.0,313.0,3342.0,18.0,1880.0,14.0,99.0,753.0,34.0,32.0,16.0,54.0,18.0,12.0,12.0,0.0,1.0,16.0,,97.0,117.0,70.0,150.0,108.5,3,136.0,136.0
Byron Pringle,30.0,2023,WR,WAS,17.0,1.0,,,,,,0.0,0.0,0.0,22.0,14.0,161.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.0,301.0,301.0,301.0,409.0,133,30.1,16.1
C.J. Beathard,30.0,2023,QB,JAX,7.0,1.0,53.0,40.0,349.0,1.0,0.0,8.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0,301.0,301.0,301.0,405.0,55,21.46,21.46
C.J. Ham,30.0,2023,RB,MIN,17.0,5.0,,,,,,1.0,7.0,0.0,9.0,7.0,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.0,301.0,301.0,301.0,305.0,2,10.2,3.2
C.J. Stroud,22.0,2023,QB,HOU,15.0,15.0,499.0,319.0,4108.0,23.0,5.0,39.0,167.0,3.0,1.0,1.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,214.0,184.0,252.0,211.5,27,282.02,281.02
C.J. Uzomah,30.0,2023,TE,NYJ,12.0,8.0,,,,,,0.0,0.0,0.0,12.0,8.0,58.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0,301.0,301.0,301.0,272.0,38,19.8,11.8
Cade Otton,24.0,2023,TE,TAM,17.0,17.0,,,,,,0.0,0.0,0.0,67.0,47.0,455.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,282.0,278.0,255.0,271.7,37,116.5,69.5
Cairo Santos,32.0,2023,K,CHI,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.0,9.0,11.0,11.0,10.0,8.0,8.0,7.0,38.0,35.0,31.0,33.0,,,,,,,,,,,,,,,,,,,,,,209.0,301.0,301.0,301.0,209.0,17,151.0,151.0
Calvin Austin III,24.0,2023,WR,PIT,17.0,1.0,,,,,,11.0,57.0,1.0,30.0,17.0,180.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,301.0,299.0,301.0,275.5,96,52.7,35.7
Calvin Ridley,29.0,2023,WR,JAX,17.0,17.0,,,,,,9.0,23.0,0.0,136.0,76.0,1016.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,38.0,34.0,36.0,30.0,34.5,16,229.9,153.9
Cam Akers,24.0,2023,RB,MIN,6.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,167.0,2.0,12.0,11.0,70.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,66.0,61.0,61.0,64.0,24,46.7,35.7
Cameron Dicker,23.0,2023,K,LAC,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,7.0,7.0,8.0,8.0,9.0,9.0,9.0,7.0,33.0,31.0,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,171.0,178.0,232.0,181.0,190.5,12,149.0,149.0
Cameron Johnston,31.0,2023,K,HOU,13.0,0.0,,,,,,1.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,0.0,0.0
Carolina Panthers DST,,2023,DEF,CAR,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4997.0,1016.0,11.0,311.0,2916.0,19.0,2081.0,25.0,89.0,679.0,27.0,37.7,5.5,27.0,8.0,3.0,5.0,0.0,1.0,-1.0,,174.0,301.0,222.0,301.0,198.0,17,54.0,54.0
Carson Wentz,31.0,2023,QB,LAR,2.0,1.0,24.0,17.0,163.0,2.0,1.0,17.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.0,301.0,301.0,301.0,455.0,61,24.12,24.12
